,Unnamed: 0,place_id,name,price_level,rating,types,address,phone_number,opening_hours,photo_ref,user_ratings_total,google_url,vegan_rating,gf_rating,veg_rating
137,137,ChIJYQiiJTZ444kROmMrcIsKeKI,Corrib Pub,2.0,4.5,"bar, restaurant, food, point_of_interest, establishment","396 Market St, Brighton, MA 02135, USA",(617) 787-0882,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 3, 'time': '0100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 4, 'time': '0100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWrC9CV7BMNt19WX88a2YpL_5N1JKHBMp0fWIYulbCExQnHBU2PWru0TNgMaYpEJfztSzkrIwW8k4GNPgkWngPRfbN8zkGAfxO1NIMNAKmvbyMN6Y_F7rKa5d8vXTDfSu1oc22f3lCBfW9ZS4ir2gFae1yQZ2DSTqJIA7f3WpZr1UddD,442,https://maps.google.com/?cid=11707118825348227898,2.5,2.5,2.5
138,138,ChIJn5MsJfZ544kRE8TP-vzSCwc,Cafe Landwer Cleveland Circle,2.0,4.4,"restaurant, cafe, store, food, point_of_interest, establishment","383 Chestnut Hill Ave, Boston, MA 02135, USA",(617) 487-8866,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '0800'}}]",AdDdOWr6CflbrHT9rPg4DSwNJtCeWLcR8Wswc7SPBrS5E7fZB-TI2dgbfHvtTLSYKmVgbWG1wdvdgwFNUekTL9FDE6JSh6XZShkr43ldMpNxfU02p6ffmFbz36HoRxoMYi6WRhQ98OCNE39BrfndPEj7hCCA623YFXGHVKnBrEYm2lLVlRug,886,https://maps.google.com/?cid=507731366990824467,4.6,4.9,4.4
139,139,ChIJ1cuaGUB444kRkyoS1EnSuUM,Thai North,2.0,4.0,"meal_delivery, restaurant, food, point_of_interest, establishment","433 Faneuil St, Brighton, MA 02135, USA",(617) 254-2025,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1700'}}]",AdDdOWpitIX7lX221QC7v_f-SWUOUkaogMRYHqSsAb8vGe4DEX23zRWRihSNnbJGQZEQxfHnCt5PPM34-y5fMX781tiryRCD660la-f3_PcBonXCbXaN5rp3REjYnhyJbVXOi3YGvrkgwya5J-YM9cikHnvwjvkGM8w0fkhyq-0amyp_Z3zg,226,https://maps.google.com/?cid=4880162885765048979,2.5,2.5,4.7
140,140,ChIJP9fsHE1444kRIkFw6_jdW5s,Andalus Pizza & Cafe,2.0,4.2,"meal_delivery, cafe, store, restaurant, food, point_of_interest, establishment","153 Sutherland Rd, Brighton, MA 02135, USA",(617) 277-5400,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWqrai1NEh-UdQlFP5vUQKC-dYiGqL7wXMf0fKdjyVVzk0IlLZXeoCHPFb2bSfkdFZ-veHrn4Ns9HlVfjlj39EEnq_zxmG1VHoDP9i_RdA3l94xUyMYrkfZ4A8Ku5EpZnp2jy4ahqPC6ivmqfAK6Ux9tDiT6beLeW9fWr3jcffSVdB99,92,https://maps.google.com/?cid=11194785359931130146,2.5,2.5,4.8
141,141,ChIJ42aIcDJ444kRGLDj7pEzEoc,The Stockyard Restaurant,2.0,4.5,"restaurant, food, point_of_interest, establishment","135 Market St, Brighton, MA 02135, USA",(617) 782-4700,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]",AdDdOWqS6vDDf9qK2S64ZPed3GSlXgR-D9f79dTRXwrEK-oFf2wCQ2kOSBbze6EHkEIxA9OHZGY0tCfD80NWAfp3egqd6R8y4rHXpwR5T1PQKGYm2aGQfrxj1XokRdQkLoFjeVdd3U6P32nxZ6TbQCLjy-9QoVjOndC5k7uXAy3YY4mgHhSX,2113,https://maps.google.com/?cid=9732898446572236824,4.8,2.5,4.9
142,142,ChIJp_aB3kl444kR0rcbIvIXUAI,Porter Belly's Pub,1.0,4.5,"night_club, bar, restaurant, food, point_of_interest, establishment","338 Washington St, Brighton, MA 02135, USA",(617) 254-3300,"[{'close': {'day': 1, 'time': '0200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1200'}}]",AdDdOWqUEAUvzY0TN6Nzw5fXF8B21LsmLJz6qXBIgfwDZIsFsa413nHugAVkoDAcL9bezEVx5bBC1Akkdqa28xInZex0bRULdCVbh-5Cs1cfgNGJbDjD8fM5RHREI1B5F-kZLC5Xd_2cOtCQc3WxLY4yoJy-jrHsz09G1fkjgbbvokZYcfus,218,https://maps.google.com/?cid=166659514934474706,2.5,2.5,4.9
143,143,ChIJ1cuaGUB444kRKEopUAJtVMo,Pizza Etc,1.0,4.3,"restaurant, food, point_of_interest, establishment","429 Faneuil St, Brighton, MA 02135, USA",(617) 254-2022,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWo8q_LJzoDQEvSQQMVvAH0zTy_JtR8vCr7VgBifYlPiU5KLmSk5xOTbT4sN2R9PE_kjljhpXUNajKU4UroRooADqS05M_kn9_kVgWKs7Mkym8SUf0HBXxYtXgzF71vyjMiIXkMd9vZ99E8Joh_HZ93VS1v5kx8eiEpU3_MXYxH-u99S,249,https://maps.google.com/?cid=14579397750407383592,2.5,2.5,4.8
144,144,ChIJmXg42kl444kR2A3uMezByBU,Esperia Grill,2.0,4.4,"restaurant, food, point_of_interest, establishment","344 Washington St, Brighton, MA 02135, USA",(617) 254-8337,"[{'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1200'}}]",AdDdOWrSsFrVi1ZIxpgWZqW_dUmdGpij2K7R99euP6N6hxjF3U-WT6YTEJ9l4QVA3R7qhf-Q2-CqNL5AaWdNhkelRn2gkKhu_vFo4x48cL1tsTdS0cuioca4GBxmFkhBbdml3Ow88_-L__epJ6kyPek7QTpu28AvvYZx8pmlfjOh7Z6vayEE,461,https://maps.google.com/?cid=1569717690332745176,4.9,2.5,4.4
145,145,ChIJ7YVnn8h544kRfiv1BvK0xAA,Hopewell Bar & Kitchen,2.0,4.4,"bar, restaurant, food, point_of_interest, establishment","1277 Commonwealth Ave, Allston, MA 02134, USA",(617) 208-8925,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1000'}}]",AdDdOWo04l14S7_vdD9hLlIJUlwj7rPZjPMFPAzRh0WV7Zcpex9yc08Nz8sEerU_YzCcE5mXBJPz7lEAnOA4P19WYBs2CUWnQeiIVd9OayOYEp5nRuorxxVL9PwXjpC8qxMIP6VbWJFtPucPfBMD4uEK9uaVyjRmEYI1OOV7ifDR2dzjZ2Ql,988,https://maps.google.com/?cid=55368047027104638,4.8,2.5,4.6
146,146,ChIJI7YyCV1444kRqpCiSe1vpow,Crazy Dough's Pizza,1.0,3.7,"meal_delivery, restaurant, food, point_of_interest, establishment","2201 Commonwealth Ave, Brighton, MA 02135, USA",(617) 202-5769,"[{'close': {'day': 0, 'time': '2030'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWrq9X2IJeKMuoJniITBYzW6dS5mE1l2BggrcgzOVoBvKGQqFhHOcSVU_GqQiMbcMgdDRFztCRMwGKaA2yxFIDzICbp9QRGahfSdeeg0mv-onmQ2KH8e6LhzPk0FaIUZM9QzyElL7SvyrqqFfd-1ujSC8xdZ4NvLVWVTVPI88hYqeqMp,141,https://maps.google.com/?cid=10134911076377202858,2.5,2.5,2.5
147,147,ChIJGQ5unWp444kRcIZxWMzfuqg,New Hong Kong,1.0,3.2,"restaurant, food, point_of_interest, establishment","14 Tremont St, Brighton, MA 02135, USA",(617) 783-3236,"[{'close': {'day': 1, 'time': '0130'}, 'open': {'day': 0, 'time': '1500'}}, {'close': {'day': 2, 'time': '0130'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 4, 'time': '0130'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 5, 'time': '0130'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 6, 'time': '0130'}, 'open': {'day': 5, 'time': '1500'}}, {'close': {'day': 0, 'time': '0130'}, 'open': {'day': 6, 'time': '1500'}}]",AdDdOWoPw5XjNfm_31Yz6RT2MvfbL6jlp6BZhB8eRce0EWEJD-AG7qrkdlrncKit90-COwQ20tIYAFRtHG-k6eQw1_VR59A_2TUqgwX29I69vWyGEePmC75lEsXLJy-VDgDfD4d7l2pYlbgec1P4cbGZmkw_CMHBb4cOjlJtlIe7Pr8eUvHh,140,https://maps.google.com/?cid=12158276212790232688,2.5,2.5,2.5
148,148,ChIJa_nTZ81544kRWhusRcE7Ew4,Rail Stop Restaurant & Bar,3.0,4.3,"restaurant, food, bar, point_of_interest, establishment","96 Guest St, Brighton, MA 02135, USA",(617) 254-0044,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1000'}}]",AdDdOWrKl_igd1tS8dm6tN0ZavctBQJzvd6GBQX9iM4v4mcmltVPOFNttbCt3Wc_wao0_SZOqX9fknQvXLwEi6bGyqDB379UFGtxFJAlKxNIE-2tgH8NuSK6ziqQPwyiOLsrIeth8MHphn2iYT8mNqu6zsGr68EU43BYGC6EPUBHXFIMERpN,636,https://maps.google.com/?cid=1014220042372127578,4.9,2.5,4.8
149,149,ChIJW9M57UB444kRRVNCrxI5aGk,Teresa Market,1.0,4.6,"restaurant, food, point_of_interest, establishment","571 Washington St, Brighton, MA 02135, USA",(617) 202-5074,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}]",AdDdOWpCzrSmO-R_rOP0WzGGv4922aOzEbDD2OR7QkJX8ejPpgJyeRTviHX7oLIAZH-kVG_BOyYrClco3CX9yJ_O44F5VfDKKaz5E2CIa5LJ7tEuKtaDIjLEs0NGRO_8sK2s4l4V3pL3g7MQKNmtKSvFfT4nqkmyHot-5p24-W8rpMF40oZV,278,https://maps.google.com/?cid=7595383523972895557,2.5,2.5,4.2
150,150,ChIJk3snHI9544kRZ4OsoSSckSk,Flames,1.0,4.1,"restaurant, food, point_of_interest, establishment","746 Huntington Ave, Boston, MA 02115, USA",(617) 734-1911,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWo0kfFAzf2BUlwxiQKYhPil2rEy4w2hHXw4rMTJWf8EOGopFJ86RlCxvzcxOjmEaSkwvqErmk2VKf9K0g8CAM42seNSkb3kSS7aZ8fuSP18bNOljsdUfnDYSPkSFDfZut7LXM9IH5CmpzYpLS4RFQLbxAfa1dGEHaeGhUHAK-1QpZE,601,https://maps.google.com/?cid=2995346908323283815,2.5,2.5,4.1
151,151,ChIJnbVQU0d544kRKI5vzJWbqfE,ACHILITOS TAQUERIA CATERING,1.0,4.3,"restaurant, food, point_of_interest, establishment","160 Chestnut Hill Ave, Brighton, MA 02135, USA",,"[{'close': {'day': 2, 'time': '1100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1100'}, 'open': {'day': 6, 'time': '0700'}}]",AdDdOWrqqWVyzN2Ehlm1pQy7hSYIIg92YrD2T6QpzbJdfwHroAQntt9KuDyki2Yk7GTB5tT3KLqzqz5IY59RBvvOvFDf5no2fkHMs1UZKMIK1vX78Nt5zYYVm7Ti28O6aly7-gnJKK1-ntUOAFm5h_yxHhrcPrbgPA4TgQP2Fe0dmrOIZdMB,84,https://maps.google.com/?cid=17413620501887028776,4.7,2.5,2.5
152,152,ChIJrSFKORR644kR7Rnj3V5W4cE,MIDA,2.0,4.5,"restaurant, food, point_of_interest, establishment","782 Tremont St, Boston, MA 02118, USA",(617) 936-3490,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1030'}}]",AdDdOWqmAN6WCM7dbj1DJ6p56_XQDhfygVm4gXisUTjSPxIJccC8ncClGX5AEkJAeVgqBCDJIZHxwiB_ritm9aigQjSSYAezD5dt39kzwwLLXEUmBPgEDwLxevoacEmSW6TlvHlsjVt8fPqc9w6UT2Pfb3zMkzULC7ANwzFswLPDZ-DyYwvX,1115,https://maps.google.com/?cid=13970542484529551853,4.7,4.9,4.7
153,153,ChIJw9l8LqR544kRAODavY4Uxsg,Playa Bowls,2.0,4.7,"restaurant, food, point_of_interest, establishment","2199 Commonwealth Ave, Boston, MA 02135, USA",(617) 254-0954,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0800'}}]",AdDdOWpROozTgEN9BqLzLllPJgazNGgSaVkBojC4CzKzJYVZO_utq50I6daRfNrkLFQZSvWhU9_HhA_HUzGiYoNUCi3d9ie900SUv9CWu0HlGCATTQ7Lo-TK1zOF9ENTsFxFkpNPO9hbhQqh8g-VgwglMGJAfvG4hG3cYtlP8Z_WG1WwNGld,508,https://maps.google.com/?cid=14467273456277446656,3.1,2.5,4.1
154,154,ChIJP1sqIptw44kRo1ZP4XC1K6Y,Grotto,3.0,4.5,"restaurant, food, point_of_interest, establishment","37 Bowdoin St, Boston, MA 02114, USA",(617) 227-3434,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1700'}}]",AdDdOWpvF3viP1eroY2PNepjqq7TcooHHE_afGkF1IpE129qgmzz-h0Ec8VJF2ZG7YAdZZ0SHNdefl3zMIzjGqMQ05JeSFOEk-I09Jt37uj4iRmoqnB44gcD_aOpIMblxxgfP3BPBxmlm_cmdA_z7hwJIwjPY_lYpOr3QoiRUuLfQeqyKWMV,775,https://maps.google.com/?cid=11973863530715633315,4.8,2.5,3.8
155,155,ChIJpXQ2-55w44kRPOc6V9xvzec,The Paramount,2.0,4.3,"restaurant, food, point_of_interest, establishment","44 Charles St, Boston, MA 02114, USA",(617) 720-1152,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0800'}}]",AdDdOWpufDyu5M5UJ6wGk3oUSXs_Pmko3-BpWQGXm-9Henl6kssqhVAzVYdtQ_8JOgGs3zbIsFpn4yOQd494bpmwIAnjaQVaoISnsE0Oq2gQk04SiSKxNR5w15eC9syeZpZ6DVxZdRwFuq5FrGdj9vdd3D39ME1VhZTqEqfaWqehqBljtYWT,1879,https://maps.google.com/?cid=16703129585134004028,3.6,2.5,4.3
156,156,ChIJ4zPAEEB444kRooVWsqrjK04,Greenhouse Kitchen Italian Restaurant,1.0,4.1,"meal_takeaway, restaurant, food, point_of_interest, establishment","435 Faneuil St, Brighton, MA 02135, USA",(617) 903-3097,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1700'}}]",AdDdOWofRtfHjOokU4hQbPQQHwp-KFCGl2zQiULnLcUilwwH16FGZGhd-z1tnRSbziRuI7CRgDRGaWOGlY9kjDV5aTQJB_9YxFvF6k84VxAtb-1obJFK8kpTTSSAkoMskV5ycQDM5BmLpN94wvnv1dymFyXCfnmL27r5qWpMIIdqzCe0lKSq,180,https://maps.google.com/?cid=5632846081232897442,2.5,2.5,4.9
157,157,ChIJc4qJkcV544kRG_Bxfc9IMpM,Garlic 'n Lemons,1.0,4.4,"restaurant, food, point_of_interest, establishment","133 Harvard Ave, Boston, MA 02134, USA",(617) 783-8100,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWri-NqNW1ncSVDjSH_ZoNtlkUgQgCbM1G4c0wKeBa5DtMYtAtid2lKzcL0cXPSSEKZaIQWaUbr27xDnVSjhs_OG6lMOn9FoF_a6JuguEe7WC66eoJBfATxal117QshkE277xBgYxrAjhI_JaUP5t5LFNgthL_Q8oK9Pqi157Ol4Yvjr,1087,https://maps.google.com/?cid=10606620128410988571,2.5,2.5,4.3
158,158,ChIJ-3vNbw1644kRQUMVs5yqVL4,The Salty Pig,2.0,4.5,"restaurant, food, store, point_of_interest, establishment","130 Dartmouth St, Boston, MA 02116, USA",(617) 536-6200,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1130'}}]",AdDdOWrkDOCsMIrPZdCTZGsXkwjsCB7hJXo0lpd8Tcg-PtWHgFWghwZBkx6NkUuW4GDfNWZdiL0Pn1vbG_Y2JAH3uFbe2AuEnVGl8Aw6NPRrgV5KeINJkVTy5T5vMWCRIFXy1vBowf8Izuij-VIPjwDn-sYa5Zm7bO0H0G3RCVslnYjWLFE9,1754,https://maps.google.com/?cid=13714774355246138177,4.8,4.4,4.4
159,159,ChIJB9a4Ifl744kRlpz0BQJzGQ8,Crazy Good Kitchen,2.0,4.4,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment","268 Newbury St, Boston, MA 02116, USA",(617) 936-4359,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]",AdDdOWruukpkRIZgNwYBJ4YA1uWNFeaP7emoa03xYhqO1v9px_fxtDNMLbPqu2JzfGm1cyxeXN8w470oQaDWTwENK3kWXBZBf-0VMHWkbUUJ8bvovHvb2exKFLb5jB7FJcFawQk6-iv3IIiW8ZOBzPh5tjJCDBxFObaokBm_pDLkWdDroDSP,961,https://maps.google.com/?cid=1088027237513731222,2.5,2.5,4.4
